reviewId,userName,userImage,content,score,thumbsUpCount,reviewCreatedVersion,at,replyContent,repliedAt,appVersion
3b91c9d2-886b-4108-9218-7ded66aa03c6,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,ok,5,0,,2026-03-29 10:26:13,Thank you for the review. Hopefully the BCA mobile application will make your banking transactions easier.,2026-03-29 11:11:27,
ddd0187c-c119-4f93-84c5-c909d869748f,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,lumayan bagus,5,0,,2026-03-29 10:07:27,"Terima kasih atas ulasannya. Semoga aplikasi BCA mobile semakin mempermudah transaksi perbankan Bapak/Ibu.
",2026-03-29 11:10:53,
686453be-7a02-4d66-af81-0ee10112e14e,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,sangat membantu,5,0,4.7.9,2026-03-29 08:58:01,"Terima kasih atas ulasannya. Semoga aplikasi BCA mobile semakin mempermudah transaksi perbankan Bapak/Ibu.
",2026-03-29 09:52:05,4.7.9
6444cd6e-c760-476b-be3a-23204b9a92c5,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,sangat bagus,5,0,4.7.9,2026-03-29 06:06:10,"Terima kasih atas ulasannya. Semoga aplikasi BCA mobile semakin mempermudah transaksi perbankan Bapak/Ibu.
",2026-03-29 07:05:26,4.7.9
0f176b6c-72aa-4eb6-91c3-5b41bda55fce,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,awesome,5,0,,2026-03-29 05:46:44,Thank you for the review. Hopefully the BCA mobile application will make your banking transactions easier.,2026-03-29 07:05:15,
4c2e1d7b-ec15-4520-b660-35d35305afb1,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,"bagaimana cara saya mengetahui nomor kartu debit saya, sedangkan saya tidak cetak debit,dan aplikasi minta verifikasi nomor kartu",4,0,,2026-03-29 05:41:14,Mohon maaf atas ketidaknyamanannya. Apabila yg dimaksud ingin mengetahui nomor kartu ATM maka cek nomor kartu ATM dapat Bapak/Ibu lakukan melalui myBCA (selama dapat diakses) atau notifikasi pembukaan rekening berhasil melalui email yang terdaftar.,2026-03-29 07:10:30,
32563765-daf7-4cdb-ab45-c1819f740d12,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,sangat2 membantu,5,0,4.7.9,2026-03-29 03:55:07,"Terima kasih atas ulasannya. Semoga aplikasi BCA mobile semakin mempermudah transaksi perbankan Bapak/Ibu.
",2026-03-29 05:37:43,4.7.9
81017af8-8fce-4a79-b172-ce9e2b58db27,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,aplikasi jelek...tiap mau bayar sering merah..padahal jaringan bagus,1,0,,2026-03-29 03:15:38,"Mohon maaf atas ketidaknyamanannya. Apabila lampu indikator berwarna merah maka mohon Bapak/Ibu restart HP dan coba kembali serta pastikan koneksi internet tetap stabil. Jika masih mengalami kendala, silakan mengaktifkan Mode Pesawat di HP yg digunakan 20-30 detik, kemudian non aktifkan dan tunggu beberapa saat agar lampu indikator berwarna hijau.",2026-03-29 03:54:25,
02746972-c04d-4f6c-868d-fcda37efb573,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,bagus,5,0,4.7.9,2026-03-29 02:36:16,"Terima kasih atas ulasannya. Semoga aplikasi BCA mobile semakin mempermudah transaksi perbankan Bapak/Ibu.
",2026-03-29 03:46:06,4.7.9
c87de356-c1a0-49cc-bda2-6b3d31349a58,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,Good,5,0,4.7.9,2026-03-29 02:03:32,"Thank you for the review. Hopefully the BCA mobile application will make your banking transactions easier.
",2026-03-29 02:37:00,4.7.9
713076d0-ccfe-4e01-a33a-0c36c516ac57,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,"apk g guna, udah beberapa hari ini tiap kali bayar qris tidak bisa melulu....",1,0,4.7.9,2026-03-28 23:55:24,"Mohon maaf atas kendala yang Bapak/Ibu alami. Untuk mengakses m-BCA pada aplikasi BCA mobile mohon dipastikan nomor HP m-BCA berada pada slot SIM 1, menggunakan jaringan internet dari nomor HP m-BCA yang terdaftar, memiliki ketersediaan pulsa yang cukup serta tidak menggunakan WiFi.
",2026-03-29 01:37:42,4.7.9
a4572ff4-2fe5-4659-959d-fc0400e151b5,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,sangat puas,5,0,4.7.9,2026-03-28 23:36:06,"Terima kasih atas ulasannya. Semoga aplikasi BCA mobile semakin mempermudah transaksi perbankan Bapak/Ibu.
",2026-03-29 01:32:16,4.7.9
966b6376-9df8-4c0c-b293-c3df7bed41a0,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,sangat menolong. memudahkan segala macam transaksi,5,0,4.7.9,2026-03-28 21:05:26,"Terima kasih atas ulasannya. Semoga aplikasi BCA mobile semakin mempermudah transaksi perbankan Bapak/Ibu.
",2026-03-29 01:31:57,4.7.9
06408f9f-892f-4f30-aae1-2309261866ce,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,"tolong dibantu , bagaimana solusinya saya ada bukti rekam layar bahwa aplikasi bca mobile tidak bisa di klik , tidak bisa di akses , tidak bisa dibuka",3,0,4.7.9,2026-03-28 16:28:30,"Mohon maaf atas kendala yang Bapak/Ibu alami, kami sarankan untuk pengecekan lebih lanjut dapat menghubungi layanan Halo BCA di 1500888. Sebagai informasi untuk bebas biaya pulsa dapat download aplikasi haloBCA di App Store atau Play Store.",2026-03-28 17:05:25,4.7.9
67cecf0e-b35e-4782-b84a-f0bcf7b1352a,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,buka qris aja Susah amat bca,1,0,4.7.9,2026-03-28 13:55:51,"Mohon maaf atas ketidaknyamanan Bapak/Ibu, untuk kendala tersebut mohon dapat menginformasikan detail gambar kendala yang dialami ke layanan Twitter @HaloBCA atau Email halobca@bca.co.id atau Halo BCA Chat: akses melalui www.bca.co.id atau WhatsApp BCA 08111500998 agar dibantu lebih lanjut.",2026-03-28 14:07:33,4.7.9
ef837512-f0b0-4c57-9c47-fed85e38bb49,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,oke baek,5,0,4.7.9,2026-03-28 13:49:33,Terima kasih atas ulasannya. Semoga aplikasi BCA mobile semakin mempermudah transaksi perbankan Bapak/Ibu.,2026-03-28 14:06:39,4.7.9
7991e6c6-697c-4c27-a8e4-0349b628abe3,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,tambahkan fitur untuk penghapusan riwayat transaksi QR nya biar pengguna merasa lebih nyaman & aman,5,0,4.7.6,2026-03-28 12:56:03,"Terima kasih atas saran yang diberikan, untuk hal tersebut akan menjadi masukan kepada kami sebagai bahan evaluasi untuk ke depannya agar mempermudah transaksi perbankan Bapak/Ibu.",2026-03-28 14:05:12,4.7.6
34ecddbe-9931-4cf2-bd66-8c8d9e43ccd3,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,"KENAPA TRANSAKSI NYA HARUS TUNGGU HIJAU. SUKA SERING LAMA TU DARI MERAH KE HIJAU. YG NGESELIN SAAT KITA NGANTRI DI MINIMARKET MAU BAYAR, SUPERRRR LAMAAAAAAAA. SAAT GK PUNYA CASH APPLIKASI BCA MOBILE BERMASALAHH BEGINI. JADI MALUU BANGETT SAMA ORANG YG ANGATRI DI BELAKANG. BARUSAN BANGETT KEJADIAN DI AKUU, Ini baru selesai bayar masak nunggu HIJAU ITU BUTUH WAKTU 10 MENITTTTTT ANJIRR LAHH",1,0,4.7.9,2026-03-28 12:55:43,"Mohon maaf atas ketidaknyamanannya Bapak/Ibu saran dan ulasan Bapak/Ibu menjadi bahan evaluasi kami, guna meningkatkan layanan di masa mendatang agar kami senantiasa dapat memberikan pelayanan prima serta melayani kebutuhan perbankan Bapak/Ibu.",2026-03-28 14:04:00,4.7.9
cd96df4e-a5d8-43b3-877f-9c441e474429,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,misi mau nanya kenapa ya tidak bisa masuk BCA mobile pemberitahuan proses tidak dapat di lakukan ajh pdhl baru bikin akun,4,0,,2026-03-28 11:24:23,"Mohon maaf atas ketidaknyamanan Bapak/Ibu, mohon pastikan nomor HP sudah terdaftar (pada slot utama), pengecekan status lebih lanjut dapat menghubungi layanan Halo BCA di 1500888 dapat juga melalui aplikasi haloBCA bebas biaya pulsa.",2026-03-28 12:09:29,
9841c780-d7f3-4660-bde4-e6b9298ac677,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,"VERIFIKASI WAJAH SAMPAI 50X GAGAL TEROS,. SUDAH DI TEMPAT TERANG, SUDAH MEMENUHI BINGKAI, SINYAL 5G , tapi tetep gagal. tolong respon sekarang",2,0,4.7.9,2026-03-28 11:20:49,"Mohon maaf atas kendala yang Bapak/Ibu alami, kami sarankan untuk pengecekan lebih lanjut dapat menghubungi layanan Halo BCA di 1500888. Sebagai informasi untuk bebas biaya pulsa dapat download aplikasi haloBCA di App Store atau Play Store.",2026-03-28 12:06:21,4.7.9
c595a407-96cb-42a2-92c5-d4543a78d2c9,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,Tidak bisa unduh,5,0,4.7.9,2026-03-28 10:14:45,"Mohon maaf atas ketidaknyamanan Bapak/Ibu, untuk kendala tersebut mohon dapat menginformasikan detail gambar kendala yang dialami ke layanan Twitter @HaloBCA atau Email halobca@bca.co.id atau Halo BCA Chat: akses melalui www.bca.co.id atau WhatsApp BCA 08111500998 agar dibantu lebih lanjut.",2026-03-28 12:02:57,4.7.9
